VIN,County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
5YJ3E1EA4N,Snohomish,Bothell,WA,98012,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,192509859,POINT (-122.201515 47.843376),PUGET SOUND ENERGY INC,53061051927
5UXTS1C02M,King,Seattle,WA,98136,2021,BMW,X3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,0,34,176478928,POINT (-122.388955 47.537382),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033012100
5YJ3E1EA7J,King,Seattle,WA,98105,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,46,259238332,POINT (-122.31307 47.66127),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004102
5YJXCAE21G,King,Seattle,WA,98121,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,36,183638465,POINT (-122.34619 47.615293),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007201
5YJYGDEE9M,Snohomish,Bothell,WA,98021,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,151226456,POINT (-122.212105 47.792368),PUGET SOUND ENERGY INC,53061051916
2C4RC1N77H,Snohomish,Lynnwood,WA,98087,2017,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,0,21,277859641,POINT (-122.266367 47.863478),PUGET SOUND ENERGY INC,53061041816
5YJXCBE23G,King,Normandy Park,WA,98166,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,33,232482204,POINT (-122.34118 47.46665),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028600
5YJSA1E21H,King,Mercer Island,WA,98040,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,41,187581306,POINT (-122.227947 47.565443),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024302
7SAYGDEE0N,Spokane,Liberty Lake,WA,99019,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,4,216873765,POINT (-117.083224 47.660645),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53063013205
5YJ3E1EBXN,Island,Langley,WA,98260,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,10,217400732,POINT (-122.438132 48.029812),PUGET SOUND ENERGY INC,53029972000
5YJXCAE25G,Snohomish,Bothell,WA,98021,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,1,6612427,POINT (-122.212105 47.792368),PUGET SOUND ENERGY INC,53061051918
WA12AAGE4N,King,Seattle,WA,98199,2022,AUDI,E-TRON SPORTBACK,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,36,206907998,POINT (-122.40092 47.65908),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005700
5YJYGDEE7L,King,Kirkland,WA,98033,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,45,124668827,POINT (-122.188994 47.678406),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022402
WA11AAGE5M,King,Kirkland,WA,98033,2021,AUDI,E-TRON SPORTBACK,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,218,0,48,156704040,POINT (-122.188994 47.678406),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022701
JHMZC5F13J,King,Redmond,WA,98052,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,0,45,476225011,POINT (-122.122018 47.678465),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321
7SAYGDEFXN,King,Seattle,WA,98126,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,34,216562545,POINT (-121.97745 47.53433),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010702
WVWKP7AU4G,Clark,Vancouver,WA,98662,2016,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,83,0,49,9370525,POINT (-122.576308 45.677838),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041114
5YJ3E1EB6K,Snohomish,Snohomish,WA,98296,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,1,345948284,POINT (-122.10812 47.838517),PUGET SOUND ENERGY INC,53061052108
1N4AZ0CP4F,King,Sammamish,WA,98075,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,41,3734580,POINT (-122.028168 47.586173),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032224
5YJYGDEE0M,Pierce,Gig Harbor,WA,98329,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,26,180112068,POINT (-122.718893 47.376283),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072601
1N4AZ0CP5F,Pierce,Gig Harbor,WA,98335,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,26,6340778,POINT (-122.58009 47.328),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072406
5YJYGDEF4L,King,Issaquah,WA,98029,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,5,116849190,POINT (-122.014191 47.559121),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032220
1C4JJXP60M,Pierce,Lakewood,WA,98498,2021,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,28,218846288,POINT (-122.55645 47.162344),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053072107
5YJSA1E21G,Kitsap,Poulsbo,WA,98370,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,23,211341112,POINT (-122.633393 47.748427),PUGET SOUND ENERGY INC,53035090202
5YJ3E1EA5J,Snohomish,Lynnwood,WA,98036,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,32,119605,POINT (-122.281856 47.811678),PUGET SOUND ENERGY INC,53061051931
7SAYGDEE1N,King,Mercer Island,WA,98040,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41,193755992,POINT (-122.227947 47.565443),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024302
7SAYGDEE6N,Clark,Vancouver,WA,98686,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,17,193534596,POINT (-122.628735 45.715902),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040812
5YJYGDEF8M,Spokane,Spokane Valley,WA,99037,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,4,183256202,POINT (-117.19631 47.65706),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53063013001
5YJSA1E25H,King,Bellevue,WA,98005,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,48,320821868,POINT (-122.168422 47.614824),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023601
5YJSA1E47H,Spokane,Latah,WA,99018,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,9,251807027,POINT (-117.15511 47.27966),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53063014300
KNDC3DLC5N,Snohomish,Stanwood,WA,98292,2022,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,10,218205039,POINT (-122.308752 48.21817),BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,53061053201
3FMTK3SU6M,Pend Oreille,Newport,WA,99156,2021,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,7,186277661,POINT (-117.183015 48.216812),PUD NO 1 OF PEND OREILLE COUNTY,53051970500
JTDKARFP6J,Island,Coupeville,WA,98239,2018,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,10,136890197,POINT (-122.663093 48.194534),PUGET SOUND ENERGY INC,53029971000
1FTBW1XKXN,King,Tukwila,WA,98168,2022,FORD,TRANSIT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,11,209823750,POINT (-122.3317 47.50314),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033027200
7SAXCBE67N,King,Sammamish,WA,98074,2022,TESLA,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,194508681,POINT (-122.042724 47.623594),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032316
7SAYGDEE5N,Benton,West Richland,WA,99353,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,8,189981445,POINT (-119.359162 46.29453),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF BENTON COUNTY,53005010705
7SAYGDEE9N,Skagit,Mount Vernon,WA,98273,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,40,197654068,POINT (-122.33891 48.41644),PUGET SOUND ENERGY INC,53057952200
5YJSA1H23F,King,Kirkland,WA,98033,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,0,48,176119541,POINT (-122.188994 47.678406),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022702
KNDCC3LG8L,King,Seattle,WA,98126,2020,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,0,34,144691263,POINT (-121.97745 47.53433),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009900
1G1RA6E43E,Clark,Vancouver,WA,98665,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,17,147013793,POINT (-122.656803 45.682725),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040812
1N4BZ1CP6K,Kitsap,Poulsbo,WA,98370,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,23,4742531,POINT (-122.633393 47.748427),PUGET SOUND ENERGY INC,53035090502
5YJ3E1EB8N,Kitsap,Bainbridge Island,WA,98110,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,23,186236319,POINT (-122.534497 47.643688),PUGET SOUND ENERGY INC,53035090800
5YJ3E1EB4J,Island,Camano Island,WA,98282,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,10,474409771,POINT (-122.473127 48.184535),BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,53029971700
5YJ3E1EB2J,Island,Camano Island,WA,98282,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,10,475329648,POINT (-122.473127 48.184535),BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,53029971600
KNDJP3AE4H,King,Black Diamond,WA,98010,2017,KIA,SOUL EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,32250,5,302333622,POINT (-122.00143 47.30893),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031605
5YJ3E1EB9N,King,Seattle,WA,98104,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,43,194018058,POINT (-122.32945 47.60357),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008102
5YJSA1E48G,King,Tukwila,WA,98168,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,11,107180048,POINT (-122.3317 47.50314),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033028200
1C4JJXR64N,Snohomish,Lake Stevens,WA,98258,2022,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,22,0,44,209344236,POINT (-122.085999 48.016305),PUGET SOUND ENERGY INC,53061052706
1G1FW6S07J,Thurston,Tumwater,WA,98501,2018,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,22,171434854,POINT (-122.89166 47.03956),PUGET SOUND ENERGY INC,53067010801
1G1RB6E41F,Kitsap,Bremerton,WA,98310,2015,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,23,135327461,POINT (-122.623208 47.590898),PUGET SOUND ENERGY INC,53035080102
WA1F2AFY3M,King,Seattle,WA,98107,2021,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,0,36,135055168,POINT (-122.38591 47.67597),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003201
WVGUNPE28M,Snohomish,Bothell,WA,98012,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,44,183350170,POINT (-122.201515 47.843376),PUGET SOUND ENERGY INC,53061052010
3FMTK3RM7M,King,Kent,WA,98042,2021,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,47,182994332,POINT (-122.116674 47.363112),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032006
5YJ3E1EB8L,Snohomish,Everett,WA,98208,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,44,106988276,POINT (-122.19615 47.894423),PUGET SOUND ENERGY INC,53061041606
5YJ3E1EB1M,Clark,Vancouver,WA,98662,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,17,141905480,POINT (-122.576308 45.677838),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040709
1G1FZ6S07K,Snohomish,Lynnwood,WA,98087,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,21,477813668,POINT (-122.266367 47.863478),PUGET SOUND ENERGY INC,53061041703
5YJYGDEE8M,King,Woodinville,WA,98072,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,138439087,POINT (-122.132064 47.759381),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032327
JHMZC5F3XK,King,Bellevue,WA,98007,2019,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,0,48,213587426,POINT (-122.143231 47.611666),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023000
5YJ3E1EA0L,King,Seattle,WA,98103,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,36,3228046,POINT (-122.35436 47.67596),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002800
5YJ3E1EBXN,King,Redmond,WA,98053,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,195408895,POINT (-122.024951 47.670286),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032333
5YJ3E1EB5N,King,Renton,WA,98058,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,11,216848691,POINT (-122.08747 47.4466),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031911
WAUUPBFFXG,Island,Oak Harbor,WA,98277,2016,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,0,10,9843578,POINT (-122.63841 48.310313),PUGET SOUND ENERGY INC,53029970500
1N4BZ0CP0G,King,Seattle,WA,98115,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,46,251490704,POINT (-122.297534 47.685291),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003900
1G1RC6S5XJ,King,Des Moines,WA,98198,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,30,209612938,POINT (-122.29592 47.40139),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030102
5YJYGDEE7M,King,Clyde Hill,WA,98004,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48,141027589,POINT (-122.203169 47.619011),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024100
JTMFB3FV6M,Kitsap,Bainbridge Island,WA,98110,2021,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,23,192439775,POINT (-122.534497 47.643688),PUGET SOUND ENERGY INC,53035090902
YV4H60CL0N,King,Seattle,WA,98103,2022,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,0,43,200854139,POINT (-122.35436 47.67596),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004600
JA4J24A54K,Thurston,Olympia,WA,98501,2019,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,22,0,22,476620721,POINT (-122.89166 47.03956),PUGET SOUND ENERGY INC,53067011200
7SAYGDEE6N,Thurston,Yelm,WA,98597,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,2,219265742,POINT (-122.558621 46.888349),PUGET SOUND ENERGY INC,53067012422
3FA6P0SU4F,King,North Bend,WA,98045,2015,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,5,100748392,POINT (-121.668459 47.426482),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032706
1N4AZ0CP2D,Thurston,Olympia,WA,98513,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,2,258453814,POINT (-122.80277 46.99409),PUGET SOUND ENERGY INC,53067012331
1N4AZ0CP9G,King,Kirkland,WA,98034,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,45,124921142,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021904
5YJ3E1EB2J,Snohomish,Bothell,WA,98021,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,1,473746409,POINT (-122.212105 47.792368),PUGET SOUND ENERGY INC,53061051918
1N4BZ0CP6H,King,Seattle,WA,98115,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,0,46,299666104,POINT (-122.297534 47.685291),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002000
1G1FX6S02H,King,Seattle,WA,98103,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,36,189022165,POINT (-122.35436 47.67596),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002800
JTDKN3DP0D,King,Seattle,WA,98115,2013,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,6,0,43,214321096,POINT (-122.297534 47.685291),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003601
1FADP5CU0D,Spokane,Spokane Valley,WA,99206,2013,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,4,107053887,POINT (-117.2718 47.65388),BONNEVILLE POWER ADMINISTRATION||VERA IRRIGATION DISTRICT #15,53063012402
JN1AZ0CP3B,King,Bellevue,WA,98006,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,41,231119255,POINT (-122.151342 47.560192),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024701
5YJXCAE23G,King,Kenmore,WA,98028,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,46,107107794,POINT (-122.246193 47.755504),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022102
KM8KNDAF9N,Spokane,Spokane,WA,99201,2022,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,3,219709451,POINT (-117.41162 47.65726),MODERN ELECTRIC WATER COMPANY,53063003602
5YJ3E1EC6M,Snohomish,Bothell,WA,98012,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,180688931,POINT (-122.201515 47.843376),PUGET SOUND ENERGY INC,53061051921
5YJYGDEE3M,King,Kirkland,WA,98033,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48,148673185,POINT (-122.188994 47.678406),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022703
KNDC4DLC6N,Thurston,Yelm,WA,98597,2022,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,2,217952353,POINT (-122.558621 46.888349),PUGET SOUND ENERGY INC,53067012412
7SAYGAEE8N,King,Bellevue,WA,98007,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48,214851206,POINT (-122.143231 47.611666),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023201
5YJ3E1EA0J,Snohomish,Edmonds,WA,98026,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,21,476175171,POINT (-122.333046 47.829439),PUGET SOUND ENERGY INC,53061050300
5YJ3E1EB0M,Pierce,Lakewood,WA,98498,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,28,156502846,POINT (-122.55645 47.162344),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053072112
1N4BZ1CP4K,King,Seattle,WA,98108,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,11,308833773,POINT (-122.313368 47.54411),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010001
5YJ3E1EB3K,Snohomish,Lynnwood,WA,98037,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,32,230105571,POINT (-122.287614 47.83874),PUGET SOUND ENERGY INC,53061051802
1G1RD6S54G,King,Burien,WA,98166,2016,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,34,182734338,POINT (-122.34118 47.46665),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028600
1G1FW6S06H,Thurston,Olympia,WA,98501,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,22,143660849,POINT (-122.89166 47.03956),PUGET SOUND ENERGY INC,53067011200
5YJSA1E52M,King,Bellevue,WA,98008,2021,TESLA,MODEL S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48,180315418,POINT (-122.11867 47.63131),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023000
2C4RC1S72M,King,Sammamish,WA,98075,2021,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,41,157516824,POINT (-122.028168 47.586173),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032218
1N4AZ1CP8K,King,Seattle,WA,98116,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,34,296743170,POINT (-122.394511 47.574001),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010502
5YJ3E1EC1N,Snohomish,Snohomish,WA,98290,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,44,205904926,POINT (-122.029605 47.939428),PUGET SOUND ENERGY INC,53061052607
7FCEHDB7XN,Kitsap,Bremerton,WA,98312,2022,RIVIAN,EDV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,35,216922233,POINT (-122.66122 47.56573),PUGET SOUND ENERGY INC,53035092101
WVWPP7AU3G,Snohomish,Edmonds,WA,98020,2016,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,83,0,21,186149022,POINT (-122.370709 47.801416),PUGET SOUND ENERGY INC,53061050502
5YJ3E1EA1J,King,Sammamish,WA,98074,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,45,131517354,POINT (-122.042724 47.623594),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032216
1N4AZ1CP6J,Kitsap,Bremerton,WA,98312,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,0,35,474183811,POINT (-122.66122 47.56573),PUGET SOUND ENERGY INC,53035080700
JTDKARFP6L,San Juan,Friday Harbor,WA,98250,2020,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,40,111919265,POINT (-123.01648 48.53448),BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP,53055960301
1N4BZ1CP3K,Clark,Brush Prairie,WA,98606,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,18,476562845,POINT (-122.469864 45.732426),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040505
WA1G2AFY8N,Thurston,Olympia,WA,98516,2022,AUDI,Q5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,23,0,22,218364695,POINT (-122.75379 47.06316),PUGET SOUND ENERGY INC,53067012226
